source,target
390669,866212
496733,866212
520178,866212
520188,866212
520198,866212
530346,866212
656494,866212
865311,866212
865313,866212
866072,866212
207251,875087
390669,875087
496733,875087
520178,875087
520188,875087
520198,875087
530346,875087
656494,875087
865311,875087
865313,875087
866072,875087
866212,875087
207251,889186
390669,889186
496733,889186
520178,889186
520188,889186
520198,889186
530346,889186
656494,889186
865311,889186
865313,889186
866072,889186
866212,889186
875087,889186
182652,458058
182652,761653
458058,761653
182652,1184572
458058,1184572
761653,1184572
182652,1238771
458058,1238771
761653,1238771
1184572,1238771
182652,1352419
458058,1352419
761653,1352419
1184572,1352419
1238771,1352419
182652,1588858
458058,1588858
761653,1588858
1184572,1588858
1238771,1588858
1352419,1588858
182652,1864363
458058,1864363
761653,1864363
1184572,1864363
1238771,1864363
1352419,1864363
1588858,1864363
182652,2801268
458058,2801268
761653,2801268
1184572,2801268
1238771,2801268
1352419,2801268
1588858,2801268
1864363,2801268
182652,2855393
458058,2855393
761653,2855393
1184572,2855393
1238771,2855393
1352419,2855393
1588858,2855393
1864363,2855393
2801268,2855393
182652,4505656
458058,4505656
761653,4505656
1184572,4505656
1238771,4505656
1352419,4505656
1588858,4505656
1864363,4505656
2801268,4505656
2855393,4505656
911816,2784293
2476733,2579314
458058,1238771
458058,1864363
1238771,1864363
458058,1866440
1238771,1866440
1864363,1866440
93580,121842
93580,182652
121842,182652
93580,330275
121842,330275
182652,330275
93580,364315
121842,364315
182652,364315
330275,364315
93580,448045
121842,448045
182652,448045
330275,448045
364315,448045
93580,458058
121842,458058
182652,458058
330275,458058
364315,458058
448045,458058
93580,622166
121842,622166
182652,622166
330275,622166
364315,622166
448045,622166
458058,622166
93580,914985
121842,914985
182652,914985
330275,914985
364315,914985
448045,914985
458058,914985
622166,914985
93580,926544
121842,926544
182652,926544
330275,926544
364315,926544
448045,926544
458058,926544
622166,926544
914985,926544
93580,931033
121842,931033
182652,931033
330275,931033
364315,931033
448045,931033
458058,931033
622166,931033
914985,931033
926544,931033
93580,1124520
121842,1124520
182652,1124520
330275,1124520
364315,1124520
448045,1124520
458058,1124520
622166,1124520
914985,1124520
926544,1124520
931033,1124520
93580,1238771
121842,1238771
182652,1238771
330275,1238771
364315,1238771
448045,1238771
458058,1238771
622166,1238771
914985,1238771
926544,1238771
931033,1238771
1124520,1238771
93580,1267753
121842,1267753
182652,1267753
330275,1267753
364315,1267753
448045,1267753
458058,1267753
622166,1267753
914985,1267753
926544,1267753
931033,1267753
1124520,1267753
1238771,1267753
93580,1295305
121842,1295305
182652,1295305
330275,1295305
364315,1295305
448045,1295305
458058,1295305
622166,1295305
914985,1295305
926544,1295305
931033,1295305
1124520,1295305
1238771,1295305
1267753,1295305
93580,1352419
121842,1352419
182652,1352419
330275,1352419
364315,1352419
448045,1352419
458058,1352419
622166,1352419
914985,1352419
926544,1352419
931033,1352419
1124520,1352419
1238771,1352419
1267753,1352419
1295305,1352419
93580,1420053
121842,1420053
182652,1420053
330275,1420053
364315,1420053
448045,1420053
458058,1420053
622166,1420053
914985,1420053
926544,1420053
931033,1420053
1124520,1420053
1238771,1420053
1267753,1420053
1295305,1420053
1352419,1420053
93580,1582219
121842,1582219
182652,1582219
330275,1582219
364315,1582219
448045,1582219
458058,1582219
622166,1582219
914985,1582219
926544,1582219
931033,1582219
1124520,1582219
1238771,1582219
1267753,1582219
1295305,1582219
1352419,1582219
1420053,1582219
93580,1666651
121842,1666651
182652,1666651
330275,1666651
364315,1666651
448045,1666651
458058,1666651
622166,1666651
914985,1666651
926544,1666651
931033,1666651
1124520,1666651
1238771,1666651
1267753,1666651
1295305,1666651
1352419,1666651
1420053,1666651
1582219,1666651
93580,1863329
121842,1863329
182652,1863329
330275,1863329
364315,1863329
448045,1863329
458058,1863329
622166,1863329
914985,1863329
926544,1863329
931033,1863329
1124520,1863329
1238771,1863329
1267753,1863329
1295305,1863329
1352419,1863329
1420053,1863329
1582219,1863329
1666651,1863329
93580,1864363
121842,1864363
182652,1864363
330275,1864363
364315,1864363
448045,1864363
458058,1864363
622166,1864363
914985,1864363
926544,1864363
931033,1864363
1124520,1864363
1238771,1864363
1267753,1864363
1295305,1864363
1352419,1864363
1420053,1864363
1582219,1864363
1666651,1864363
1863329,1864363
93580,1884096
121842,1884096
182652,1884096
330275,1884096
364315,1884096
448045,1884096
458058,1884096
622166,1884096
914985,1884096
926544,1884096
931033,1884096
1124520,1884096
1238771,1884096
1267753,1884096
1295305,1884096
1352419,1884096
1420053,1884096
1582219,1884096
1666651,1884096
1863329,1884096
1864363,1884096
93580,1906921
121842,1906921
182652,1906921
330275,1906921
364315,1906921
448045,1906921
458058,1906921
622166,1906921
914985,1906921
926544,1906921
931033,1906921
1124520,1906921
1238771,1906921
1267753,1906921
1295305,1906921
1352419,1906921
1420053,1906921
1582219,1906921
1666651,1906921
1863329,1906921
1864363,1906921
1884096,1906921
93580,2144619
121842,2144619
182652,2144619
330275,2144619
364315,2144619
448045,2144619
458058,2144619
622166,2144619
914985,2144619
926544,2144619
931033,2144619
1124520,2144619
1238771,2144619
1267753,2144619
1295305,2144619
1352419,2144619
1420053,2144619
1582219,2144619
1666651,2144619
1863329,2144619
1864363,2144619
1884096,2144619
1906921,2144619
93580,2524463
121842,2524463
182652,2524463
330275,2524463
364315,2524463
448045,2524463
458058,2524463
622166,2524463
914985,2524463
926544,2524463
931033,2524463
1124520,2524463
1238771,2524463
1267753,2524463
1295305,2524463
1352419,2524463
1420053,2524463
1582219,2524463
1666651,2524463
1863329,2524463
1864363,2524463
1884096,2524463
1906921,2524463
2144619,2524463
93580,2579314
121842,2579314
182652,2579314
330275,2579314
364315,2579314
448045,2579314
458058,2579314
622166,2579314
914985,2579314
926544,2579314
931033,2579314
1124520,2579314
1238771,2579314
1267753,2579314
1295305,2579314
1352419,2579314
1420053,2579314
1582219,2579314
1666651,2579314
1863329,2579314
1864363,2579314
1884096,2579314
1906921,2579314
2144619,2579314
2524463,2579314
93580,2699935
121842,2699935
182652,2699935
330275,2699935
364315,2699935
448045,2699935
458058,2699935
622166,2699935
914985,2699935
926544,2699935
931033,2699935
1124520,2699935
1238771,2699935
1267753,2699935
1295305,2699935
1352419,2699935
1420053,2699935
1582219,2699935
1666651,2699935
1863329,2699935
1864363,2699935
1884096,2699935
1906921,2699935
2144619,2699935
2524463,2699935
2579314,2699935
93580,2708235
121842,2708235
182652,2708235
330275,2708235
364315,2708235
448045,2708235
458058,2708235
622166,2708235
914985,2708235
926544,2708235
931033,2708235
1124520,2708235
1238771,2708235
1267753,2708235
1295305,2708235
1352419,2708235
1420053,2708235
1582219,2708235
1666651,2708235
1863329,2708235
1864363,2708235
1884096,2708235
1906921,2708235
2144619,2708235
2524463,2708235
2579314,2708235
2699935,2708235
93580,2717549
121842,2717549
182652,2717549
330275,2717549
364315,2717549
448045,2717549
458058,2717549
622166,2717549
914985,2717549
926544,2717549
931033,2717549
1124520,2717549
1238771,2717549
1267753,2717549
1295305,2717549
1352419,2717549
1420053,2717549
1582219,2717549
1666651,2717549
1863329,2717549
1864363,2717549
1884096,2717549
1906921,2717549
2144619,2717549
2524463,2717549
2579314,2717549
2699935,2717549
2708235,2717549
93580,2729639
121842,2729639
182652,2729639
330275,2729639
364315,2729639
448045,2729639
458058,2729639
622166,2729639
914985,2729639
926544,2729639
931033,2729639
1124520,2729639
1238771,2729639
1267753,2729639
1295305,2729639
1352419,2729639
1420053,2729639
1582219,2729639
1666651,2729639
1863329,2729639
1864363,2729639
1884096,2729639
1906921,2729639
2144619,2729639
2524463,2729639
2579314,2729639
2699935,2729639
2708235,2729639
2717549,2729639
93580,2731036
121842,2731036
182652,2731036
330275,2731036
364315,2731036
448045,2731036
458058,2731036
622166,2731036
914985,2731036
926544,2731036
931033,2731036
1124520,2731036
1238771,2731036
1267753,2731036
1295305,2731036
1352419,2731036
1420053,2731036
1582219,2731036
1666651,2731036
1863329,2731036
1864363,2731036
1884096,2731036
1906921,2731036
2144619,2731036
2524463,2731036
2579314,2731036
2699935,2731036
2708235,2731036
2717549,2731036
2729639,2731036
93580,2764963
121842,2764963
182652,2764963
330275,2764963
364315,2764963
448045,2764963
458058,2764963
622166,2764963
914985,2764963
926544,2764963
931033,2764963
1124520,2764963
1238771,2764963
1267753,2764963
1295305,2764963
1352419,2764963
1420053,2764963
1582219,2764963
1666651,2764963
1863329,2764963
1864363,2764963
1884096,2764963
1906921,2764963
2144619,2764963
2524463,2764963
2579314,2764963
2699935,2764963
2708235,2764963
2717549,2764963
2729639,2764963
2731036,2764963
93580,2855393
121842,2855393
182652,2855393
330275,2855393
364315,2855393
448045,2855393
458058,2855393
622166,2855393
914985,2855393
926544,2855393
931033,2855393
1124520,2855393
1238771,2855393
1267753,2855393
1295305,2855393
1352419,2855393
1420053,2855393
1582219,2855393
1666651,2855393
1863329,2855393
1864363,2855393
1884096,2855393
1906921,2855393
2144619,2855393
2524463,2855393
2579314,2855393
2699935,2855393
2708235,2855393
2717549,2855393
2729639,2855393
2731036,2855393
2764963,2855393
93580,2880469
121842,2880469
182652,2880469
330275,2880469
364315,2880469
448045,2880469
458058,2880469
622166,2880469
914985,2880469
926544,2880469
931033,2880469
1124520,2880469
1238771,2880469
1267753,2880469
1295305,2880469
1352419,2880469
1420053,2880469
1582219,2880469
1666651,2880469
1863329,2880469
1864363,2880469
1884096,2880469
1906921,2880469
2144619,2880469
2524463,2880469
2579314,2880469
2699935,2880469
2708235,2880469
2717549,2880469
2729639,2880469
2731036,2880469
2764963,2880469
2855393,2880469
93580,3242728
121842,3242728
182652,3242728
330275,3242728
364315,3242728
448045,3242728
458058,3242728
622166,3242728
914985,3242728
926544,3242728
931033,3242728
1124520,3242728
1238771,3242728
1267753,3242728
1295305,3242728
1352419,3242728
1420053,3242728
1582219,3242728
1666651,3242728
1863329,3242728
1864363,3242728
1884096,3242728
1906921,3242728
2144619,3242728
2524463,3242728
2579314,3242728
2699935,3242728
2708235,3242728
2717549,3242728
2729639,3242728
2731036,3242728
2764963,3242728
2855393,3242728
2880469,3242728
93580,3244931
121842,3244931
182652,3244931
330275,3244931
364315,3244931
448045,3244931
458058,3244931
622166,3244931
914985,3244931
926544,3244931
931033,3244931
1124520,3244931
1238771,3244931
1267753,3244931
1295305,3244931
1352419,3244931
1420053,3244931
1582219,3244931
1666651,3244931
1863329,3244931
1864363,3244931
1884096,3244931
1906921,3244931
2144619,3244931
2524463,3244931
2579314,3244931
2699935,3244931
2708235,3244931
2717549,3244931
2729639,3244931
2731036,3244931
2764963,3244931
2855393,3244931
2880469,3244931
3242728,3244931
93580,3378594
121842,3378594
182652,3378594
330275,3378594
364315,3378594
448045,3378594
458058,3378594
622166,3378594
914985,3378594
926544,3378594
931033,3378594
1124520,3378594
1238771,3378594
1267753,3378594
1295305,3378594
1352419,3378594
1420053,3378594
1582219,3378594
1666651,3378594
1863329,3378594
1864363,3378594
1884096,3378594
1906921,3378594
2144619,3378594
2524463,3378594
2579314,3378594
2699935,3378594
2708235,3378594
2717549,3378594
2729639,3378594
2731036,3378594
2764963,3378594
2855393,3378594
2880469,3378594
3242728,3378594
3244931,3378594
93580,3519157
121842,3519157
182652,3519157
330275,3519157
364315,3519157
448045,3519157
458058,3519157
622166,3519157
914985,3519157
926544,3519157
931033,3519157
1124520,3519157
1238771,3519157
1267753,3519157
1295305,3519157
1352419,3519157
1420053,3519157
1582219,3519157
1666651,3519157
1863329,3519157
1864363,3519157
1884096,3519157
1906921,3519157
2144619,3519157
2524463,3519157
2579314,3519157
2699935,3519157
2708235,3519157
2717549,3519157
2729639,3519157
2731036,3519157
2764963,3519157
2855393,3519157
2880469,3519157
3242728,3519157
3244931,3519157
3378594,3519157
93580,3566571
121842,3566571
182652,3566571
330275,3566571
364315,3566571
448045,3566571
458058,3566571
622166,3566571
914985,3566571
926544,3566571
931033,3566571
1124520,3566571
1238771,3566571
1267753,3566571
1295305,3566571
1352419,3566571
1420053,3566571
1582219,3566571
1666651,3566571
1863329,3566571
1864363,3566571
1884096,3566571
1906921,3566571
2144619,3566571
2524463,3566571
2579314,3566571
2699935,3566571
2708235,3566571
2717549,3566571
2729639,3566571
2731036,3566571
2764963,3566571
2855393,3566571
2880469,3566571
3242728,3566571
3244931,3566571
3378594,3566571
3519157,3566571
93580,3650148
121842,3650148
182652,3650148
330275,3650148
364315,3650148
448045,3650148
458058,3650148
622166,3650148
914985,3650148
926544,3650148
931033,3650148
1124520,3650148
1238771,3650148
1267753,3650148
1295305,3650148
1352419,3650148
1420053,3650148
1582219,3650148
1666651,3650148
1863329,3650148
1864363,3650148
1884096,3650148
1906921,3650148
2144619,3650148
2524463,3650148
2579314,3650148
2699935,3650148
2708235,3650148
2717549,3650148
2729639,3650148
2731036,3650148
2764963,3650148
2855393,3650148
2880469,3650148
3242728,3650148
3244931,3650148
3378594,3650148
3519157,3650148
3566571,3650148
93580,4046328
121842,4046328
182652,4046328
330275,4046328
364315,4046328
448045,4046328
458058,4046328
622166,4046328
914985,4046328
926544,4046328
931033,4046328
1124520,4046328
1238771,4046328
1267753,4046328
1295305,4046328
1352419,4046328
1420053,4046328
1582219,4046328
1666651,4046328
1863329,4046328
1864363,4046328
1884096,4046328
1906921,4046328
2144619,4046328
2524463,4046328
2579314,4046328
2699935,4046328
2708235,4046328
2717549,4046328
2729639,4046328
2731036,4046328
2764963,4046328
2855393,4046328
2880469,4046328
3242728,4046328
3244931,4046328
3378594,4046328
3519157,4046328
3566571,4046328
3650148,4046328
93580,4287921
121842,4287921
182652,4287921
330275,4287921
364315,4287921
448045,4287921
458058,4287921
622166,4287921
914985,4287921
926544,4287921
931033,4287921
1124520,4287921
1238771,4287921
1267753,4287921
1295305,4287921
1352419,4287921
1420053,4287921
1582219,4287921
1666651,4287921
1863329,4287921
1864363,4287921
1884096,4287921
1906921,4287921
2144619,4287921
2524463,4287921
2579314,4287921
2699935,4287921
2708235,4287921
2717549,4287921
2729639,4287921
2731036,4287921
2764963,4287921
2855393,4287921
2880469,4287921
3242728,4287921
3244931,4287921
3378594,4287921
3519157,4287921
3566571,4287921
3650148,4287921
4046328,4287921
93580,4351207
121842,4351207
182652,4351207
330275,4351207
364315,4351207
448045,4351207
458058,4351207
622166,4351207
914985,4351207
926544,4351207
931033,4351207
1124520,4351207
1238771,4351207
1267753,4351207
1295305,4351207
1352419,4351207
1420053,4351207
1582219,4351207
1666651,4351207
1863329,4351207
1864363,4351207
1884096,4351207
1906921,4351207
2144619,4351207
2524463,4351207
2579314,4351207
2699935,4351207
2708235,4351207
2717549,4351207
2729639,4351207
2731036,4351207
2764963,4351207
2855393,4351207
2880469,4351207
3242728,4351207
3244931,4351207
3378594,4351207
3519157,4351207
3566571,4351207
3650148,4351207
4046328,4351207
4287921,4351207
93580,4665416
121842,4665416
182652,4665416
330275,4665416
364315,4665416
448045,4665416
458058,4665416
622166,4665416
914985,4665416
926544,4665416
931033,4665416
1124520,4665416
1238771,4665416
1267753,4665416
1295305,4665416
1352419,4665416
1420053,4665416
1582219,4665416
1666651,4665416
1863329,4665416
1864363,4665416
1884096,4665416
1906921,4665416
2144619,4665416
2524463,4665416
2579314,4665416
2699935,4665416
2708235,4665416
2717549,4665416
2729639,4665416
2731036,4665416
2764963,4665416
2855393,4665416
2880469,4665416
3242728,4665416
3244931,4665416
3378594,4665416
3519157,4665416
3566571,4665416
3650148,4665416
4046328,4665416
4287921,4665416
4351207,4665416
93580,4782634
121842,4782634
182652,4782634
330275,4782634
364315,4782634
448045,4782634
458058,4782634
622166,4782634
914985,4782634
926544,4782634
931033,4782634
1124520,4782634
1238771,4782634
1267753,4782634
1295305,4782634
1352419,4782634
1420053,4782634
1582219,4782634
1666651,4782634
1863329,4782634
1864363,4782634
1884096,4782634
1906921,4782634
2144619,4782634
2524463,4782634
2579314,4782634
2699935,4782634
2708235,4782634
2717549,4782634
2729639,4782634
2731036,4782634
2764963,4782634
2855393,4782634
2880469,4782634
3242728,4782634
3244931,4782634
3378594,4782634
3519157,4782634
3566571,4782634
3650148,4782634
4046328,4782634
4287921,4782634
4351207,4782634
4665416,4782634
93580,5352140
121842,5352140
182652,5352140
330275,5352140
364315,5352140
448045,5352140
458058,5352140
622166,5352140
914985,5352140
926544,5352140
931033,5352140
1124520,5352140
1238771,5352140
1267753,5352140
1295305,5352140
1352419,5352140
1420053,5352140
1582219,5352140
1666651,5352140
1863329,5352140
1864363,5352140
1884096,5352140
1906921,5352140
2144619,5352140
2524463,5352140
2579314,5352140
2699935,5352140
2708235,5352140
2717549,5352140
2729639,5352140
2731036,5352140
2764963,5352140
2855393,5352140
2880469,5352140
3242728,5352140
3244931,5352140
3378594,5352140
3519157,5352140
3566571,5352140
3650148,5352140
4046328,5352140
4287921,5352140
4351207,5352140
4665416,5352140
4782634,5352140
93580,5567650
121842,5567650
182652,5567650
330275,5567650
364315,5567650
448045,5567650
458058,5567650
622166,5567650
914985,5567650
926544,5567650
931033,5567650
1124520,5567650
1238771,5567650
1267753,5567650
1295305,5567650
1352419,5567650
1420053,5567650
1582219,5567650
1666651,5567650
1863329,5567650
1864363,5567650
1884096,5567650
1906921,5567650
2144619,5567650
2524463,5567650
2579314,5567650
2699935,5567650
2708235,5567650
2717549,5567650
2729639,5567650
2731036,5567650
2764963,5567650
2855393,5567650
2880469,5567650
3242728,5567650
3244931,5567650
3378594,5567650
3519157,5567650
3566571,5567650
3650148,5567650
4046328,5567650
4287921,5567650
4351207,5567650
4665416,5567650
4782634,5567650
5352140,5567650
93580,5660085
121842,5660085
182652,5660085
330275,5660085
364315,5660085
448045,5660085
458058,5660085
622166,5660085
914985,5660085
926544,5660085
931033,5660085
1124520,5660085
1238771,5660085
1267753,5660085
1295305,5660085
1352419,5660085
1420053,5660085
1582219,5660085
1666651,5660085
1863329,5660085
1864363,5660085
1884096,5660085
1906921,5660085
2144619,5660085
2524463,5660085
2579314,5660085
2699935,5660085
2708235,5660085
2717549,5660085
2729639,5660085
2731036,5660085
2764963,5660085
2855393,5660085
2880469,5660085
3242728,5660085
3244931,5660085
3378594,5660085
3519157,5660085
3566571,5660085
3650148,5660085
4046328,5660085
4287921,5660085
4351207,5660085
4665416,5660085
4782634,5660085
5352140,5660085
5567650,5660085
93580,5678391
121842,5678391
182652,5678391
330275,5678391
364315,5678391
448045,5678391
458058,5678391
622166,5678391
914985,5678391
926544,5678391
931033,5678391
1124520,5678391
1238771,5678391
1267753,5678391
1295305,5678391
1352419,5678391
1420053,5678391
1582219,5678391
1666651,5678391
1863329,5678391
1864363,5678391
1884096,5678391
1906921,5678391
2144619,5678391
2524463,5678391
2579314,5678391
2699935,5678391
2708235,5678391
2717549,5678391
2729639,5678391
2731036,5678391
2764963,5678391
2855393,5678391
2880469,5678391
3242728,5678391
3244931,5678391
3378594,5678391
3519157,5678391
3566571,5678391
3650148,5678391
4046328,5678391
4287921,5678391
4351207,5678391
4665416,5678391
4782634,5678391
5352140,5678391
5567650,5678391
5660085,5678391
93580,5724990
121842,5724990
182652,5724990
330275,5724990
364315,5724990
448045,5724990
458058,5724990
622166,5724990
914985,5724990
926544,5724990
931033,5724990
1124520,5724990
1238771,5724990
1267753,5724990
1295305,5724990
1352419,5724990
1420053,5724990
1582219,5724990
1666651,5724990
1863329,5724990
1864363,5724990
1884096,5724990
1906921,5724990
2144619,5724990
2524463,5724990
2579314,5724990
2699935,5724990
2708235,5724990
2717549,5724990
2729639,5724990
2731036,5724990
2764963,5724990
2855393,5724990
2880469,5724990
3242728,5724990
3244931,5724990
3378594,5724990
3519157,5724990
3566571,5724990
3650148,5724990
4046328,5724990
4287921,5724990
4351207,5724990
4665416,5724990
4782634,5724990
5352140,5724990
5567650,5724990
5660085,5724990
5678391,5724990
93580,5988969
121842,5988969
182652,5988969
330275,5988969
364315,5988969
448045,5988969
458058,5988969
622166,5988969
914985,5988969
926544,5988969
931033,5988969
1124520,5988969
1238771,5988969
1267753,5988969
1295305,5988969
1352419,5988969
1420053,5988969
1582219,5988969
1666651,5988969
1863329,5988969
1864363,5988969
1884096,5988969
1906921,5988969
2144619,5988969
2524463,5988969
2579314,5988969
2699935,5988969
2708235,5988969
2717549,5988969
2729639,5988969
2731036,5988969
2764963,5988969
2855393,5988969
2880469,5988969
3242728,5988969
3244931,5988969
3378594,5988969
3519157,5988969
3566571,5988969
3650148,5988969
4046328,5988969
4287921,5988969
4351207,5988969
4665416,5988969
4782634,5988969
5352140,5988969
5567650,5988969
5660085,5988969
5678391,5988969
5724990,5988969
93580,6269013
121842,6269013
182652,6269013
330275,6269013
364315,6269013
448045,6269013
458058,6269013
622166,6269013
914985,6269013
926544,6269013
931033,6269013
1124520,6269013
1238771,6269013
1267753,6269013
1295305,6269013
1352419,6269013
1420053,6269013
1582219,6269013
1666651,6269013
1863329,6269013
1864363,6269013
1884096,6269013
1906921,6269013
2144619,6269013
2524463,6269013
2579314,6269013
2699935,6269013
2708235,6269013
2717549,6269013
2729639,6269013
2731036,6269013
2764963,6269013
2855393,6269013
2880469,6269013
3242728,6269013
3244931,6269013
3378594,6269013
3519157,6269013
3566571,6269013
3650148,6269013
4046328,6269013
4287921,6269013
4351207,6269013
4665416,6269013
4782634,6269013
5352140,6269013
5567650,6269013
5660085,6269013
5678391,6269013
5724990,6269013
5988969,6269013
93580,8210597
121842,8210597
182652,8210597
330275,8210597
364315,8210597
448045,8210597
458058,8210597
622166,8210597
914985,8210597
926544,8210597
931033,8210597
1124520,8210597
1238771,8210597
1267753,8210597
1295305,8210597
1352419,8210597
1420053,8210597
1582219,8210597
1666651,8210597
1863329,8210597
1864363,8210597
1884096,8210597
1906921,8210597
2144619,8210597
2524463,8210597
2579314,8210597
2699935,8210597
2708235,8210597
2717549,8210597
2729639,8210597
2731036,8210597
2764963,8210597
2855393,8210597
2880469,8210597
3242728,8210597
3244931,8210597
3378594,8210597
3519157,8210597
3566571,8210597
3650148,8210597
4046328,8210597
4287921,8210597
4351207,8210597
4665416,8210597
4782634,8210597
5352140,8210597
5567650,8210597
5660085,8210597
5678391,8210597
5724990,8210597
5988969,8210597
6269013,8210597
93580,8551546
121842,8551546
182652,8551546
330275,8551546
364315,8551546
448045,8551546
458058,8551546
622166,8551546
914985,8551546
926544,8551546
931033,8551546
1124520,8551546
1238771,8551546
1267753,8551546
1295305,8551546
1352419,8551546
1420053,8551546
1582219,8551546
1666651,8551546
1863329,8551546
1864363,8551546
1884096,8551546
1906921,8551546
2144619,8551546
2524463,8551546
2579314,8551546
2699935,8551546
2708235,8551546
2717549,8551546
2729639,8551546
2731036,8551546
2764963,8551546
2855393,8551546
2880469,8551546
3242728,8551546
3244931,8551546
3378594,8551546
3519157,8551546
3566571,8551546
3650148,8551546
4046328,8551546
4287921,8551546
4351207,8551546
4665416,8551546
4782634,8551546
5352140,8551546
5567650,8551546
5660085,8551546
5678391,8551546
5724990,8551546
5988969,8551546
6269013,8551546
8210597,8551546
93580,8708394
121842,8708394
182652,8708394
330275,8708394
364315,8708394
448045,8708394
458058,8708394
622166,8708394
914985,8708394
926544,8708394
931033,8708394
1124520,8708394
1238771,8708394
1267753,8708394
1295305,8708394
1352419,8708394
1420053,8708394
1582219,8708394
1666651,8708394
1863329,8708394
1864363,8708394
1884096,8708394
1906921,8708394
2144619,8708394
2524463,8708394
2579314,8708394
2699935,8708394
2708235,8708394
2717549,8708394
2729639,8708394
2731036,8708394
2764963,8708394
2855393,8708394
2880469,8708394
3242728,8708394
3244931,8708394
3378594,8708394
3519157,8708394
3566571,8708394
3650148,8708394
4046328,8708394
4287921,8708394
4351207,8708394
4665416,8708394
4782634,8708394
5352140,8708394
5567650,8708394
5660085,8708394
5678391,8708394
5724990,8708394
5988969,8708394
6269013,8708394
8210597,8708394
8551546,8708394
93580,8731831
121842,8731831
182652,8731831
330275,8731831
364315,8731831
448045,8731831
458058,8731831
622166,8731831
914985,8731831
926544,8731831
931033,8731831
1124520,8731831
1238771,8731831
1267753,8731831
1295305,8731831
1352419,8731831
1420053,8731831
1582219,8731831
1666651,8731831
1863329,8731831
1864363,8731831
1884096,8731831
1906921,8731831
2144619,8731831
2524463,8731831
2579314,8731831
2699935,8731831
2708235,8731831
2717549,8731831
2729639,8731831
2731036,8731831
2764963,8731831
2855393,8731831
2880469,8731831
3242728,8731831
3244931,8731831
3378594,8731831
3519157,8731831
3566571,8731831
3650148,8731831
4046328,8731831
4287921,8731831
4351207,8731831
4665416,8731831
4782634,8731831
5352140,8731831
5567650,8731831
5660085,8731831
5678391,8731831
5724990,8731831
5988969,8731831
6269013,8731831
8210597,8731831
8551546,8731831
8708394,8731831
93580,9004802
121842,9004802
182652,9004802
330275,9004802
364315,9004802
448045,9004802
458058,9004802
622166,9004802
914985,9004802
926544,9004802
931033,9004802
1124520,9004802
1238771,9004802
1267753,9004802
1295305,9004802
1352419,9004802
1420053,9004802
1582219,9004802
1666651,9004802
1863329,9004802
1864363,9004802
1884096,9004802
1906921,9004802
2144619,9004802
2524463,9004802
2579314,9004802
2699935,9004802
2708235,9004802
2717549,9004802
2729639,9004802
2731036,9004802
2764963,9004802
2855393,9004802
2880469,9004802
3242728,9004802
3244931,9004802
3378594,9004802
3519157,9004802
3566571,9004802
3650148,9004802
4046328,9004802
4287921,9004802
4351207,9004802
4665416,9004802
4782634,9004802
5352140,9004802
5567650,9004802
5660085,9004802
5678391,9004802
5724990,9004802
5988969,9004802
6269013,9004802
8210597,9004802
8551546,9004802
8708394,9004802
8731831,9004802
93580,9114871
121842,9114871
182652,9114871
330275,9114871
364315,9114871
448045,9114871
458058,9114871
622166,9114871
914985,9114871
926544,9114871
931033,9114871
1124520,9114871
1238771,9114871
1267753,9114871
1295305,9114871
1352419,9114871
1420053,9114871
1582219,9114871
1666651,9114871
1863329,9114871
1864363,9114871
1884096,9114871
1906921,9114871
2144619,9114871
2524463,9114871
2579314,9114871
2699935,9114871
2708235,9114871
2717549,9114871
2729639,9114871
2731036,9114871
2764963,9114871
2855393,9114871
2880469,9114871
3242728,9114871
3244931,9114871
3378594,9114871
3519157,9114871
3566571,9114871
3650148,9114871
4046328,9114871
4287921,9114871
4351207,9114871
4665416,9114871
4782634,9114871
5352140,9114871
5567650,9114871
5660085,9114871
5678391,9114871
5724990,9114871
5988969,9114871
6269013,9114871
8210597,9114871
8551546,9114871
8708394,9114871
8731831,9114871
9004802,9114871
93580,9198834
121842,9198834
182652,9198834
330275,9198834
364315,9198834
448045,9198834
458058,9198834
622166,9198834
914985,9198834
926544,9198834
931033,9198834
1124520,9198834
1238771,9198834
1267753,9198834
1295305,9198834
1352419,9198834
1420053,9198834
1582219,9198834
1666651,9198834
1863329,9198834
1864363,9198834
1884096,9198834
1906921,9198834
2144619,9198834
2524463,9198834
2579314,9198834
2699935,9198834
2708235,9198834
2717549,9198834
2729639,9198834
2731036,9198834
2764963,9198834
2855393,9198834
2880469,9198834
3242728,9198834
3244931,9198834
3378594,9198834
3519157,9198834
3566571,9198834
3650148,9198834
4046328,9198834
4287921,9198834
4351207,9198834
4665416,9198834
4782634,9198834
5352140,9198834
5567650,9198834
5660085,9198834
5678391,9198834
5724990,9198834
5988969,9198834
6269013,9198834
8210597,9198834
8551546,9198834
8708394,9198834
8731831,9198834
9004802,9198834
9114871,9198834
93580,9826184
121842,9826184
182652,9826184
330275,9826184
364315,9826184
448045,9826184
458058,9826184
622166,9826184
914985,9826184
926544,9826184
931033,9826184
1124520,9826184
1238771,9826184
1267753,9826184
1295305,9826184
1352419,9826184
1420053,9826184
1582219,9826184
1666651,9826184
1863329,9826184
1864363,9826184
1884096,9826184
1906921,9826184
2144619,9826184
2524463,9826184
2579314,9826184
2699935,9826184
2708235,9826184
2717549,9826184
2729639,9826184
2731036,9826184
2764963,9826184
2855393,9826184
2880469,9826184
